"id","year","value","budget-type"
"AO",2013,40.0909090909091,"actual"
"AO",2014,35.24,"proj"
"AO",2015,27.2764227642276,"proj"
"AO",2016,25.1180124223602,"proj"
"AZ",2000,,"actual"
"AZ",2001,,"actual"
"AZ",2002,,"actual"
"AZ",2003,26.7524835595355,"actual"
"AZ",2004,26.8229777256741,"actual"
"AZ",2005,25.0978200111794,"actual"
"AZ",2006,28.021978021978,"actual"
"AZ",2007,28.2324318606537,"actual"
"AZ",2008,51.1129821607115,"actual"
"AZ",2009,40.3572832986911,"actual"
"AZ",2010,45.6517131755563,"actual"
"AZ",2011,45.5295359474569,"actual"
"AZ",2012,40.4536021345983,"actual"
"AZ",2013,39.5213835170167,"proj"
"AZ",2014,40.9525585811659,"proj"
"AZ",2015,44.8649543715043,"proj"
"AZ",2016,,"proj"
"BA",2000,45.824427480916,"actual"
"BA",2001,43.1168420219919,"actual"
"BA",2002,41.4799942635881,"actual"
"BA",2003,50.6,"actual"
"BA",2004,44.2,"actual"
"BA",2005,45.6,"actual"
"BA",2006,47.6,"actual"
"BA",2007,48.6,"actual"
"BA",2008,44.6765930195325,"actual"
"BA",2009,43.6654560129136,"actual"
"BA",2010,45.6432375917305,"actual"
"BA",2011,45.1329568866845,"actual"
"BA",2012,45.4793265376246,"actual"
"BA",2013,44.4938862506076,"actual"
"BA",2014,44.9831526516261,"actual"
"BA",2015,45.1148610323313,"proj"
"BA",2016,46.485907709312,"proj"
"BD",2000,,"actual"
"BD",2001,,"actual"
"BD",2002,8.73186119873817,"actual"
"BD",2003,8.87392550143267,"actual"
"BD",2004,8.78238341968912,"actual"
"BD",2005,9.05116279069767,"actual"
"BD",2006,9.21161825726141,"actual"
"BD",2007,9.29090909090909,"actual"
"BD",2008,9.77742448330684,"actual"
"BD",2009,9.46099290780142,"actual"
"BD",2010,10.0125313283208,"actual"
"BD",2011,10.3602620087336,"actual"
"BD",2012,11.1981132075472,"actual"
"BD",2013,11.2166666666667,"actual"
"BD",2014,10.9477611940299,"actual"
"BD",2015,9.89473684210526,"actual"
"BD",2016,10.4508670520231,"proj"
"BF",2000,,"actual"
"BF",2001,18.0913461538462,"actual"
"BF",2002,16.9551569506726,"actual"
"BF",2003,17.827868852459,"actual"
"BF",2004,18.0390625,"actual"
"BF",2005,17.2465277777778,"actual"
"BF",2006,18.7532894736842,"actual"
"BF",2007,20.0153846153846,"actual"
"BF",2008,16.8213333333333,"actual"
"BF",2009,19.5316455696203,"actual"
"BF",2010,19.7797752808989,"actual"
"BF",2011,20.697628458498,"actual"
"BF",2012,22.3947368421053,"actual"
"BF",2013,23.9087893864013,"actual"
"BF",2014,21.4464285714286,"actual"
"BF",2015,22.4700460829493,"proj"
"BF",2016,22.8404558404558,"proj"
"BI",2000,,"actual"
"BI",2001,,"actual"
"BI",2002,,"actual"
"BI",2003,,"actual"
"BI",2004,25.2871287128713,"actual"
"BI",2005,22.5537190082645,"actual"
"BI",2006,26.5496183206107,"actual"
"BI",2007,28.5102040816327,"actual"
"BI",2008,40.5231832460733,"actual"
"BI",2009,32.2616969724771,"actual"
"BI",2010,37.224,"actual"
"BI",2011,38.0141843971631,"actual"
"BI",2012,33.7359050445104,"actual"
"BI",2013,31.3875,"actual"
"BI",2014,28.1299559471366,"actual"
"BI",2015,32.0088691796009,"proj"
"BI",2016,32.213849287169,"proj"
"BJ",2000,16.0218579234973,"actual"
"BJ",2001,16.6836734693878,"actual"
"BJ",2002,15.830985915493,"actual"
"BJ",2003,17.0704845814978,"actual"
"BJ",2004,17.0334728033473,"actual"
"BJ",2005,17.0474308300395,"actual"
"BJ",2006,17.5687732342007,"actual"
"BJ",2007,21.9195804195804,"actual"
"BJ",2008,19.8526645768025,"actual"
"BJ",2009,20.1761194029851,"actual"
"BJ",2010,18.8289855072464,"actual"
"BJ",2011,18.7723577235772,"actual"
"BJ",2012,19.2185507246377,"actual"
"BJ",2013,18.6041333333333,"actual"
"BJ",2014,17.4147145877378,"actual"
"BJ",2015,17.5449101796407,"proj"
"BJ",2016,18.3560076045627,"proj"
"BO",2000,,"actual"
"BO",2001,25.6423126975274,"actual"
"BO",2002,25.3643131858438,"actual"
"BO",2003,24.4136081674851,"actual"
"BO",2004,27.2498779191681,"actual"
"BO",2005,31.5512048192771,"actual"
"BO",2006,34.3039630291669,"actual"
"BO",2007,34.4126213592233,"actual"
"BO",2008,38.7018776859504,"actual"
"BO",2009,35.7119672131148,"actual"
"BO",2010,33.1759420289855,"actual"
"BO",2011,36.2436144578313,"actual"
"BO",2012,37.9405347593583,"actual"
"BO",2013,39.0815566037736,"actual"
"BO",2014,39.9,"actual"
"BO",2015,35.5242105263158,"proj"
"BO",2016,32.2595510204082,"proj"
"BR",2000,,"actual"
"BR",2001,,"actual"
"BR",2002,,"actual"
"BR",2003,,"actual"
"BR",2004,,"actual"
"BR",2005,,"actual"
"BR",2006,,"actual"
"BR",2007,,"actual"
"BR",2008,32.9544565916399,"actual"
"BR",2009,31.9076036036036,"actual"
"BR",2010,33.3396133676093,"actual"
"BR",2011,34.437509382151,"actual"
"BR",2012,34.2948700623701,"actual"
"BR",2013,34.4161089285714,"actual"
"BR",2014,34.1561003866432,"actual"
"BR",2015,,"proj"
"BR",2016,,"proj"
"BT",2000,,"actual"
"BT",2001,,"actual"
"BT",2002,36.4261309842341,"actual"
"BT",2003,25.6136528685548,"actual"
"BT",2004,34.268332785268,"actual"
"BT",2005,30.7219164778245,"actual"
"BT",2006,34.7146615268408,"actual"
"BT",2007,35.6884500166426,"actual"
"BT",2008,35.0902111324376,"actual"
"BT",2009,35.5696595495154,"actual"
"BT",2010,46.3512765671039,"actual"
"BT",2011,35.7862378212212,"actual"
"BT",2012,36.0259207684126,"proj"
"BT",2013,30.3613861386139,"actual"
"BT",2014,33.4651785714286,"actual"
"BT",2015,28.0768,"actual"
"BT",2016,31.2891304347826,"proj"
"BW",2000,,"actual"
"BW",2001,,"actual"
"BW",2002,,"actual"
"BW",2003,42.1851803620263,"actual"
"BW",2004,40.6119956576805,"actual"
"BW",2005,42.1396264264492,"actual"
"BW",2006,44.646421676102,"actual"
"BW",2007,41.4642624375407,"actual"
"BW",2008,39.7320108593393,"actual"
"BW",2009,36.9983682627097,"actual"
"BW",2010,32.447549539434,"actual"
"BW",2011,36.3084905660377,"actual"
"BW",2012,36.224347826087,"proj"
"BW",2013,35.2139534883721,"proj"
"BW",2014,35.1083916083916,"proj"
"BW",2015,36.63125,"proj"
"BW",2016,37.6704225352113,"proj"
"BY",2000,,"actual"
"BY",2001,,"actual"
"BY",2002,,"actual"
"BY",2003,,"actual"
"BY",2004,,"actual"
"BY",2005,,"actual"
"BY",2006,,"actual"
"BY",2007,,"actual"
"BY",2008,51.91632,"actual"
"BY",2009,47.4526719708029,"actual"
"BY",2010,43.0245407926829,"actual"
"BY",2011,39.921185959596,"actual"
"BY",2012,42.1282387735849,"actual"
"BY",2013,41.994397164869,"actual"
"BY",2014,40.3235946658098,"actual"
"BY",2015,46.1721756211494,"proj"
"BY",2016,,"proj"
"BZ",1999,22.5962706270627,"actual"
"BZ",2000,22.2,"actual"
"BZ",2001,24.6034667418264,"actual"
"BZ",2003,20.9509930486594,"actual"
"BZ",2004,22.5022388059701,"actual"
"BZ",2005,22.8663157894737,"actual"
"BZ",2006,25.6980979360583,"actual"
"BZ",2007,27.8901182754674,"actual"
"BZ",2008,28.56093979442,"actual"
"BZ",2009,27.1887698559291,"actual"
"BZ",2010,27.375087966221,"actual"
"BZ",2011,27.682119205298,"actual"
"BZ",2012,26.3705103969754,"actual"
"BZ",2013,27.5924802910855,"actual"
"BZ",2014,28.9892846799884,"actual"
"BZ",2015,27.8805120910384,"proj"
"BZ",2016,28.1049399944181,"proj"
"CD",2000,,"actual"
"CD",2001,,"actual"
"CD",2002,,"actual"
"CD",2003,,"actual"
"CD",2004,,"actual"
"CD",2005,,"actual"
"CD",2006,,"actual"
"CD",2007,10.3664302600473,"actual"
"CD",2008,12.6728971962617,"actual"
"CD",2009,14.9054054054054,"actual"
"CD",2010,21.0106951871658,"actual"
"CD",2011,17.4336283185841,"actual"
"CD",2012,17.2687747035573,"actual"
"CD",2013,15.2425249169435,"actual"
"CD",2014,14.5993975903614,"actual"
"CD",2015,16.7331460674157,"proj"
"CD",2016,18.4086021505376,"proj"
"CF",2000,,"actual"
"CF",2001,13.2978723404255,"actual"
"CF",2002,15.7824143070045,"actual"
"CF",2003,9.89147286821705,"actual"
"CF",2004,11.8222891566265,"actual"
"CF",2005,12.4822695035461,"actual"
"CF",2006,23.0759162303665,"actual"
"CF",2007,14.3734643734644,"actual"
"CF",2008,15.1518560179977,"actual"
"CF",2009,16.0576923076923,"actual"
"CF",2010,17.1443089430894,"actual"
"CF",2011,13.2788461538462,"actual"
"CF",2012,16.3333333333333,"actual"
"CF",2013,8.50666666666667,"actual"
"CF",2014,8.94299287410926,"proj"
"CF",2015,11.9423692636073,"proj"
"CF",2016,,"proj"
"CG",2000,26.6113537117904,"actual"
"CG",2001,30.8292682926829,"actual"
"CG",2002,27.3809523809524,"actual"
"CG",2003,30.2463054187192,"actual"
"CG",2004,30.3252032520325,"actual"
"CG",2005,38.816199376947,"actual"
"CG",2006,44.4554455445545,"actual"
"CG",2007,39.2786069651741,"actual"
"CG",2008,47.0244821092279,"actual"
"CG",2009,29.4701986754967,"actual"
"CG",2010,37.4957983193277,"actual"
"CG",2011,42.5588235294118,"actual"
"CG",2012,42.6361031518625,"actual"
"CG",2013,46.8918918918919,"actual"
"CG",2014,42.7952167414051,"actual"
"CG",2015,42.4665391969407,"proj"
"CG",2016,50.0191938579654,"proj"
"CI",2000,,"actual"
"CI",2001,,"actual"
"CI",2002,,"actual"
"CI",2003,,"actual"
"CI",2004,17.2285714285714,"actual"
"CI",2005,17.3806881243063,"actual"
"CI",2006,18.5553168635875,"actual"
"CI",2007,19.1917948717949,"actual"
"CI",2008,19.9648148148148,"actual"
"CI",2009,18.4417391304348,"actual"
"CI",2010,18.1837398373984,"actual"
"CI",2011,14.2636363636364,"actual"
"CI",2012,19.1343065693431,"actual"
"CI",2013,19.737012987013,"actual"
"CI",2014,19.6035714285714,"actual"
"CI",2015,21.0591397849462,"actual"
"CI",2016,21.4705882352941,"proj"
"CL",2000,21.7846700950119,"actual"
"CL",2001,21.7815253421634,"actual"
"CL",2002,20.3221532091097,"actual"
"CL",2003,20.2463878326996,"actual"
"CL",2004,21.2,"actual"
"CL",2005,22.8673439767779,"actual"
"CL",2006,24.4785365853659,"actual"
"CL",2007,25.6261061946903,"actual"
"CL",2008,24.3,"actual"
"CL",2009,19.1,"actual"
"CL",2010,21.4806306306306,"actual"
"CL",2011,22.8376859504132,"actual"
"CL",2012,22.3,"actual"
"CL",2013,21,"actual"
"CL",2014,20.6875675675676,"actual"
"CL",2015,20.3905095541401,"proj"
"CL",2016,22.4556363636364,"proj"
"CM",2000,,"actual"
"CM",2001,,"actual"
"CM",2002,17.8100263852243,"actual"
"CM",2003,19.0151515151515,"actual"
"CM",2004,15.438175270108,"actual"
"CM",2005,18.1714285714286,"actual"
"CM",2006,47.6251331203408,"actual"
"CM",2007,20.2757916241062,"actual"
"CM",2008,21.2884615384615,"actual"
"CM",2009,17.5,"actual"
"CM",2010,16.5811965811966,"actual"
"CM",2011,18,"actual"
"CM",2012,17.9703703703704,"actual"
"CM",2013,17.9657534246575,"actual"
"CM",2014,18.1645569620253,"actual"
"CM",2015,17.6863905325444,"proj"
"CM",2016,16.7888888888889,"proj"
"CN",2000,,"actual"
"CN",2001,,"actual"
"CN",2002,,"actual"
"CN",2003,,"actual"
"CN",2004,,"actual"
"CN",2005,16.8465608465608,"actual"
"CN",2006,17.8461538461538,"actual"
"CN",2007,19.3198529411765,"actual"
"CN",2008,22.3645625,"actual"
"CN",2009,23.7431857142857,"actual"
"CN",2010,24.5815085158151,"actual"
"CN",2011,26.9156378600823,"actual"
"CN",2012,27.7560073937153,"actual"
"CN",2013,27.7018425460637,"proj"
"CN",2014,28.0185185185185,"proj"
"CN",2015,28.6925287356322,"proj"
"CN",2016,27.7746666666667,"proj"
"CO",2000,27.9371674641148,"actual"
"CO",2001,29.4805508849558,"actual"
"CO",2002,29.43876,"actual"
"CO",2003,30.0380514705882,"actual"
"CO",2004,30.1766636363636,"actual"
"CO",2005,26.1119752941176,"actual"
"CO",2006,27.27734375,"actual"
"CO",2007,27.1925754060325,"actual"
"CO",2008,26.3054791666667,"actual"
"CO",2009,26.6788514851485,"actual"
"CO",2010,26.0917431192661,"actual"
"CO",2011,26.7258064516129,"actual"
"CO",2012,28.4036144578313,"actual"
"CO",2013,28.0196,"actual"
"CO",2014,27.5820126649077,"actual"
"CO",2015,26.794947815231,"actual"
"CO",2016,25.1610157955865,"proj"
"CR",2000,,"actual"
"CR",2001,,"actual"
"CR",2002,,"actual"
"CR",2003,,"actual"
"CR",2004,,"actual"
"CR",2005,,"actual"
"CR",2006,13.8898305084746,"actual"
"CR",2007,15.0357142857143,"actual"
"CR",2008,15.4658385093168,"actual"
"CR",2009,13.6589595375723,"actual"
"CR",2010,13.219387755102,"actual"
"CR",2011,13.4065420560748,"actual"
"CR",2012,13.3247863247863,"actual"
"CR",2013,13.6290322580645,"actual"
"CR",2014,13.5767790262172,"actual"
"CR",2015,14.113074204947,"actual"
"CR",2016,14.3928571428571,"proj"
"CV",2000,,"actual"
"CV",2001,24.9182575677671,"actual"
"CV",2002,28.8955613905047,"actual"
"CV",2003,25.146400275577,"actual"
"CV",2004,30.833269097356,"actual"
"CV",2005,27.6957286172303,"actual"
"CV",2006,28.4807339449541,"actual"
"CV",2007,28.7959016393443,"actual"
"CV",2008,29.0274074074074,"actual"
"CV",2009,26.8676470588235,"actual"
"CV",2010,27.8381294964029,"actual"
"CV",2011,25.6189189189189,"actual"
"CV",2012,23.3666666666667,"actual"
"CV",2013,24.1941558441558,"actual"
"CV",2014,27.1666666666667,"proj"
"CV",2015,27.3748427672956,"proj"
"CV",2016,28.251497005988,"proj"
"DJ",2000,30.8386051925705,"actual"
"DJ",2001,27.9359223300971,"actual"
"DJ",2002,29.1952830188679,"actual"
"DJ",2003,33.8982142857143,"actual"
"DJ",2004,35.7254237288136,"actual"
"DJ",2005,37.0746031746032,"actual"
"DJ",2006,34.8481751824817,"actual"
"DJ",2007,35.1006622516556,"actual"
"DJ",2008,41.7668571428571,"actual"
"DJ",2009,38.3072222222222,"actual"
"DJ",2010,36.4738461538462,"actual"
"DJ",2011,34.3090909090909,"actual"
"DJ",2012,34.4,"actual"
"DJ",2013,31.7598455598456,"proj"
"DJ",2014,35.6056737588652,"proj"
"DJ",2015,35.628338762215,"proj"
"DJ",2016,33.3439169139466,"proj"
"DM",2000,25.4235423542354,"actual"
"DM",2001,30.6820682068207,"actual"
"DM",2002,22.6615553121577,"actual"
"DM",2003,23.2325338894682,"actual"
"DM",2004,28.8753799392097,"actual"
"DM",2005,28.459273797841,"actual"
"DM",2006,29.5164233576642,"actual"
"DM",2007,30.033698399326,"actual"
"DM",2008,33.187881157154,"actual"
"DM",2009,34.1296156744537,"actual"
"DM",2010,35.0930752047654,"actual"
"DM",2011,36.2087087087087,"actual"
"DM",2012,30.4172876304024,"proj"
"DM",2013,28.770550393138,"proj"
"DM",2014,29.2912827781715,"proj"
"DM",2015,30.1422475106686,"proj"
"DM",2016,30.1104972375691,"proj"
"DO",2000,,"actual"
"DO",2001,,"actual"
"DO",2002,,"actual"
"DO",2003,,"actual"
"DO",2004,,"actual"
"DO",2005,,"actual"
"DO",2006,,"actual"
"DO",2007,16.4452054794521,"actual"
"DO",2008,15.0481927710843,"actual"
"DO",2009,13.2947976878613,"actual"
"DO",2010,13.1212121212121,"proj"
"DO",2011,13.2072072072072,"proj"
"DO",2012,,"proj"
"DO",2013,,"proj"
"DO",2014,,"proj"
"DO",2015,,"proj"
"DO",2016,,"proj"
"DZ",2000,38.3033980582524,"actual"
"DZ",2001,34.9669030732861,"actual"
"DZ",2002,35.4712389380531,"actual"
"DZ",2003,37.0933333333333,"actual"
"DZ",2004,36.0195121951219,"actual"
"DZ",2005,40.776455026455,"actual"
"DZ",2006,42.8223529411765,"actual"
"DZ",2007,39.4427807486631,"actual"
"DZ",2008,47.1909090909091,"actual"
"DZ",2009,36.8706118355065,"actual"
"DZ",2010,36.6083333333333,"actual"
"DZ",2011,39.9310344827586,"actual"
"DZ",2012,39.4753086419753,"actual"
"DZ",2013,35.789156626506,"actual"
"DZ",2014,34.3488372093023,"proj"
"DZ",2015,34.9107142857143,"proj"
"DZ",2016,35.4719101123596,"proj"
"EG",2000,,"actual"
"EG",2001,,"actual"
"EG",2002,,"actual"
"EG",2003,,"actual"
"EG",2004,24.3529411764706,"actual"
"EG",2005,23.6042402826855,"actual"
"EG",2006,27.1956856702619,"actual"
"EG",2007,26.3486079182631,"actual"
"EG",2008,26.5227707006369,"actual"
"EG",2009,26.2482545454545,"actual"
"EG",2010,22.8204094488189,"actual"
"EG",2011,22.8560347222222,"actual"
"EG",2012,21.0180722891566,"actual"
"EG",2013,21.9347826086957,"actual"
"EG",2014,23.7571428571429,"actual"
"EG",2015,21.4897119341564,"proj"
"EG",2016,19.4892086330935,"proj"
"ET",2000,16.7173161720891,"actual"
"ET",2001,18.6772471336465,"actual"
"ET",2002,19.1331057002699,"actual"
"ET",2003,21.2225646015786,"actual"
"ET",2004,20.4985357371648,"actual"
"ET",2005,18.8289719626168,"actual"
"ET",2006,18.2338345864662,"actual"
"ET",2007,16.9832369942197,"actual"
"ET",2008,15.882,"actual"
"ET",2009,16.1618343195266,"actual"
"ET",2010,17.1598445595855,"actual"
"ET",2011,16.6234951456311,"actual"
"ET",2012,15.4831325301205,"actual"
"ET",2013,15.8237600922722,"actual"
"ET",2014,14.9130188679245,"actual"
"ET",2015,16.0999193548387,"actual"
"ET",2016,17.2353424657534,"actual"
"FJ",2000,,"actual"
"FJ",2001,,"actual"
"FJ",2002,,"actual"
"FJ",2003,,"actual"
"FJ",2004,,"actual"
"FJ",2005,24.0558615263572,"actual"
"FJ",2006,26.065909514057,"actual"
"FJ",2007,25.3328469815794,"actual"
"FJ",2008,25.9127337488869,"actual"
"FJ",2009,25.1335945849662,"actual"
"FJ",2010,25.531208499336,"actual"
"FJ",2011,26.6656817846063,"actual"
"FJ",2012,27.0786516853933,"actual"
"FJ",2013,27.099779992235,"actual"
"FJ",2014,27.5692739389688,"actual"
"FJ",2015,28.1588094720834,"proj"
"FJ",2016,29.3044727123513,"proj"
"FM",2000,63.862660944206,"actual"
"FM",2001,58.7916666666667,"actual"
"FM",2002,66.5145228215768,"actual"
"FM",2003,69.5510204081633,"actual"
"FM",2004,55.8995815899582,"actual"
"FM",2005,54.578313253012,"actual"
"FM",2006,55.2173913043478,"actual"
"FM",2007,56.71875,"actual"
"FM",2008,57.175572519084,"actual"
"FM",2009,65.5197132616487,"actual"
"FM",2010,67.6689189189189,"actual"
"FM",2011,64.8387096774194,"actual"
"FM",2012,66.0122699386503,"actual"
"FM",2013,62.0569620253165,"actual"
"FM",2014,67.8930817610063,"actual"
"FM",2015,61.4150943396226,"proj"
"FM",2016,59.6,"proj"
"GA",2000,31.4479166666667,"actual"
"GA",2001,31.8913043478261,"actual"
"GA",2002,29.4567567567568,"actual"
"GA",2003,28.1481481481481,"actual"
"GA",2004,27.8487804878049,"actual"
"GA",2005,28.7414829659319,"actual"
"GA",2006,29.804143126177,"actual"
"GA",2007,27.4580536912752,"actual"
"GA",2008,29.9423631123919,"actual"
"GA",2009,29.3554006968641,"actual"
"GA",2010,25.7946554149086,"actual"
"GA",2011,28.7762237762238,"actual"
"GA",2012,30.0798175598632,"actual"
"GA",2013,30.1726121979287,"actual"
"GA",2014,26.1290322580645,"actual"
"GA",2015,21.457345971564,"actual"
"GA",2016,18.4731934731935,"proj"
"GD",2000,23.539886039886,"actual"
"GD",2001,23.5231316725979,"actual"
"GD",2002,21.8505825908156,"actual"
"GD",2003,25.8897243107769,"actual"
"GD",2004,24.1470951792336,"actual"
"GD",2005,27.4746936600959,"actual"
"GD",2006,27.1426299045599,"actual"
"GD",2007,21.767578125,"actual"
"GD",2008,24.1838565022422,"actual"
"GD",2009,22.76176753122,"actual"
"GD",2010,24.6301633045149,"actual"
"GD",2011,23.6156041864891,"actual"
"GD",2012,20.8009259259259,"actual"
"GD",2013,20.8659340659341,"actual"
"GD",2014,24.4941080861438,"actual"
"GD",2015,24.7722995859992,"actual"
"GD",2016,23.860280878646,"proj"
"GE",2000,15.1133542942247,"actual"
"GE",2001,16.2106682649086,"actual"
"GE",2002,18.3033798283262,"actual"
"GE",2003,16.2319009808501,"actual"
"GE",2004,22.0470276872964,"actual"
"GE",2005,23.3628775492643,"actual"
"GE",2006,26.6715010877447,"actual"
"GE",2007,29.2573849593974,"actual"
"GE",2008,30.6893840104849,"actual"
"GE",2009,29.2672078283109,"actual"
"GE",2010,28.2794195632261,"actual"
"GE",2011,28.2205060795268,"actual"
"GE",2012,28.8110979477968,"actual"
"GE",2013,27.51145379372,"actual"
"GE",2014,27.3825042881647,"actual"
"GE",2015,27.6725987630948,"proj"
"GE",2016,28.8920429344451,"proj"
"GH",2000,,"actual"
"GH",2001,,"actual"
"GH",2002,,"actual"
"GH",2003,,"actual"
"GH",2004,,"actual"
"GH",2005,,"actual"
"GH",2006,,"actual"
"GH",2007,,"actual"
"GH",2008,,"actual"
"GH",2009,,"actual"
"GH",2010,,"actual"
"GH",2011,19.1269894342651,"actual"
"GH",2012,18.5022903804023,"actual"
"GH",2013,16.7316091461848,"actual"
"GH",2014,18.4725663716814,"actual"
"GH",2015,19.16,"actual"
"GH",2016,19.3766467065868,"proj"
"GM",2000,14.3820803295572,"actual"
"GM",2001,11.8970619319383,"actual"
"GM",2002,14.3823501740521,"actual"
"GM",2003,12.5805114029026,"actual"
"GM",2004,17.6341982624705,"actual"
"GM",2005,15.8303431262615,"actual"
"GM",2006,17.4218112591787,"actual"
"GM",2007,18.4338986462684,"actual"
"GM",2008,17.4730555685158,"actual"
"GM",2009,20.4567237571363,"actual"
"GM",2010,18.8507988898057,"actual"
"GM",2011,21.2318156055167,"actual"
"GM",2012,25.340002055428,"actual"
"GM",2013,18.539603960396,"actual"
"GM",2014,22.4549156486329,"actual"
"GM",2015,23.7149288107203,"proj"
"GM",2016,24.5666382495027,"proj"
"GN",2000,13.7629063097514,"actual"
"GN",2001,15.8152173913043,"actual"
"GN",2002,15.041166380789,"actual"
"GN",2003,13.9283625730994,"actual"
"GN",2004,12.5906862745098,"actual"
"GN",2005,15.2429906542056,"actual"
"GN",2006,15.8807947019868,"actual"
"GN",2007,15.0574712643678,"actual"
"GN",2008,16.1153846153846,"actual"
"GN",2009,16.5701357466063,"actual"
"GN",2010,15.7121771217712,"actual"
"GN",2011,20.2492581602374,"actual"
"GN",2012,22.8459595959596,"actual"
"GN",2013,19.8697674418605,"actual"
"GN",2014,25.0545073375262,"actual"
"GN",2015,22.8635477582846,"proj"
"GN",2016,23.1683848797251,"proj"
"GQ",2000,,"actual"
"GQ",2001,,"actual"
"GQ",2002,,"actual"
"GQ",2003,,"actual"
"GQ",2004,,"actual"
"GQ",2005,,"actual"
"GQ",2006,39.9184060721063,"actual"
"GQ",2007,36.8769968051118,"actual"
"GQ",2008,34.5226244343891,"actual"
"GQ",2009,33.3521126760563,"actual"
"GQ",2010,26.6542750929368,"actual"
"GQ",2011,28.2079207920792,"actual"
"GQ",2012,28.0263157894737,"actual"
"GQ",2013,24.9444444444444,"actual"
"GQ",2014,24.3679245283019,"actual"
"GQ",2015,22.5703794369645,"proj"
"GQ",2016,26.603498542274,"proj"
"GT",2000,12.3827067669173,"actual"
"GT",2001,12.3959183673469,"actual"
"GT",2002,12.7429447852761,"actual"
"GT",2003,12.533908045977,"actual"
"GT",2004,12.3484210526316,"actual"
"GT",2005,11.9843653846154,"actual"
"GT",2006,12.7173913043478,"actual"
"GT",2007,12.8286259541985,"actual"
"GT",2008,12.0195945945946,"actual"
"GT",2009,11.050974025974,"actual"
"GT",2010,11.2387387387387,"actual"
"GT",2011,11.6382749326146,"actual"
"GT",2012,11.6136708860759,"actual"
